original_code	code	name	island_code	region_area_id	town	original_name
IP000000001	IP000000001	Mi Círculo no está en la lista  				Mi Círculo no está en la lista  
IP000000002	IP000000002	En mi municipio no hay Círculo, pero estoy dispuesto/a a constituirlo				En mi municipio no hay Círculo, pero estoy dispuesto/a a constituirlo
TM1215002-01	TM101500201	Ames			m_15_002_6	A Coruña - Ames - Ames
TM1215005-01	TM101500501	Arteixo			m_15_005_0	A Coruña - Arteixo - Arteixo
TM1215006-01	TM101500601	Arzúa			m_15_006_3	A Coruña - Arzúa - Arzúa
TM1215009-01	TM101500901	Betanzos			m_15_009_8	A Coruña - Betanzos - Betanzos
TM1215011-01	TM101501101	Boiro			m_15_011_9	A Coruña - Boiro - Boiro
TM1215017-01	TM101501701	Cambre			m_15_017_7	A Coruña - Cambre - Cambre
TM1215019-01	TM101501901	Carballo			m_15_019_6	A Coruña - Carballo - Carballo
TM1215021-01	TM101502101	Carral			m_15_021_7	A Coruña - Carral - Carral
TM1215022-01	TM101502201	Cedeira			m_15_022_2	A Coruña - Cedeira - Cedeira
TM1215023-01	TM101502301	Cee			m_15_023_8	A Coruña - Cee - Cee
TM1215030-01	TM101503001	A Coruña			m_15_030_8	A Coruña - Coruña, A - A Coruña
TM1215036-01	TM101503601	Ferrol			m_15_036_7	A Coruña - Ferrol - Ferrol
TM1215037-01	TM101503701	Fisterra			m_15_037_3	A Coruña - Fisterra - Fisterra
TM1215054-01	TM101505401	Narón			m_15_054_6	A Coruña - Narón - Narón
TM1215058-01	TM101505801	Oleiros			m_15_058_4	A Coruña - Oleiros - Oleiros
TM1215067-01	TM101506701	Pobra do Caramiñal, A			m_15_067_6	A Coruña - Pobra do Caramiñal, A - Pobra do Caramiñal, A
TM1215078-01	TM101507801	Santiago de Compostela			m_15_078_0	A Coruña - Santiago de Compostela - Santiago de Compostela
TM1215082-01	TM101508201	Teo			m_15_082_9	A Coruña - Teo - Teo
TM1215087-01	TM101508701	Valdoviño			m_15_087_2	A Coruña - Valdoviño - Valdoviño
TM080200300	TM050200301	Círculo Podemos Albacete			m_02_003_0	Albacete - Albacete - Círculo Podemos Albacete
TM080200900	TM050200901	Círculo Podemos Almansa			m_02_009_6	Albacete - Almansa - Círculo Podemos Almansa
TM080204500	TM050204501	Círculo Podemos Madrigueras			m_02_045_0	Albacete - Madrigueras - Círculo Podemos Madrigueras
TM080206900	TM050206901	Círculo Podemos La Roda			m_02_069_3	Albacete - Roda, La - Círculo Podemos La Roda
TM080207800	TM050207801	Círculo Podemos Villalgordo del Júcar			m_02_078_8	Albacete - Villalgordo del Júcar - Círculo Podemos Villalgordo del Júcar
TM080208100	TM050208101	Círculo Podemos Villarrobledo			m_02_081_2	Albacete - Villarrobledo - Círculo Podemos Villarrobledo
TM1003009	TM080300901	Podem Alcoy			m_03_009_2	Alicante - Alcoy/Alcoi - Podem Alcoy
TM1003011	TM080301101	Podemos Alfàs			m_03_011_3	Alicante - Alfàs del Pi, l' - Podemos Alfàs
TB100301407	TB080301407	Círculo Lucentum (San Blas-Centro)			m_03_014_9	Alicante - Alicante/Alacant - Círculo Lucentum (San Blas-Centro)
TB100301406	TB080301406	Círculo Podemos Alicante Benacantil			m_03_014_9	Alicante - Alicante/Alacant - Círculo Podemos Alicante Benacantil
TB100301404	TB080301404	Círculo Podemos Alicante Oeste			m_03_014_9	Alicante - Alicante/Alacant - Círculo Podemos Alicante Oeste
TB100301403	TB080301403	Círculo Podemos Alicante Partidas Rurales			m_03_014_9	Alicante - Alicante/Alacant - Círculo Podemos Alicante Partidas Rurales
TB100301402	TB080301402	Podemos Alicante Norte			m_03_014_9	Alicante - Alicante/Alacant - Podemos Alicante Norte
TB100301405	TB080301405	Podemos Pla-Carolinas			m_03_014_9	Alicante - Alicante/Alacant - Podemos Pla-Carolinas
TB100301401	TB080301401	Podemos Playas Alicante			m_03_014_9	Alicante - Alicante/Alacant - Podemos Playas Alicante
TM1003018	TM080301801	Círculo Podemos Altea			m_03_018_7	Alicante - Altea - Círculo Podemos Altea
TM1003019	TM080301901	Podemos Aspe			m_03_019_0	Alicante - Aspe - Podemos Aspe
TM1003031	TM080303101	Podemos Benidorm			m_03_031_9	Alicante - Benidorm - Podemos Benidorm
TM1003041	TM080304101	Podemos Benissa			m_03_041_7	Alicante - Benissa - Podemos Benissa
TM1003049	TM080304901	Círculo Podemos Callosa de Segura			m_03_049_4	Alicante - Callosa de Segura - Círculo Podemos Callosa de Segura
TM1003047	TM080304701	Podemos Calp			m_03_047_5	Alicante - Calp - Podemos Calp
TM1003050	TM080305001	Círculo Podemos El Campello			m_03_050_7	Alicante - Campello, El - Círculo Podemos El Campello
TM100356	TM080305601	Podem Cocentaina			m_03_056_6	Alicante - Cocentaina - Podem Cocentaina
TM1003059	TM080305901	Podemos Crevillente			m_03_059_1	Alicante - Crevillent - Podemos Crevillente
TM1003063	TM080306301	Círculo Podemos Denia			m_03_063_3	Alicante - Dénia - Círculo Podemos Denia
TB100306503	TB080306503	Círculo Centro Podem Elx			m_03_065_1	Alicante - Elche/Elx - Círculo Centro Podem Elx
TB100306501	TB080306501	Círculo de Altabix			m_03_065_1	Alicante - Elche/Elx - Círculo de Altabix
TB100306504	TB080306504	Círculo Podemos La Marina Elche			m_03_065_1	Alicante - Elche/Elx - Círculo Podemos La Marina Elche
TB100306502	TB080306502	Círculo San Antón			m_03_065_1	Alicante - Elche/Elx - Círculo San Antón
TM1003066	TM080306601	Podemos Elda			m_03_066_4	Alicante - Elda - Podemos Elda
TM1003069	TM080306901	Podemos Finestrat			m_03_069_9	Alicante - Finestrat - Podemos Finestrat
TM1003071	TM080307101	Podem Gata			m_03_071_0	Alicante - Gata de Gorgos - Podem Gata
TM1003076	TM080307601	Podemos Guardamar del Segura			m_03_076_2	Alicante - Guardamar del Segura - Podemos Guardamar del Segura
TM1003079	TM080307901	Podemos Ibi			m_03_079_7	Alicante - Ibi - Podemos Ibi
TM1003082	TM080308201	Podemos Xàbia			m_03_082_3	Alicante - Jávea/Xàbia - Podemos Xàbia
TM1003089	TM080308901	Podemos Monover			m_03_089_5	Alicante - Monóvar/Monòver - Podemos Monover
TM1003090	TM080309001	Círculo Podemos Mutxamel			m_03_090_9	Alicante - Mutxamel - Círculo Podemos Mutxamel
TM1003094	TM080309401	Podemos la Nucia			m_03_094_2	Alicante - Nucia, La - Podemos la Nucia
TM1003096	TM080309601	Podemos Onil			m_03_096_8	Alicante - Onil - Podemos Onil
TM1003099	TM080309901	Podemos Orihuela			m_03_099_3	Alicante - Orihuela - Podemos Orihuela
TM1003104	TM080310401	Círculo Podem Petrer			m_03_104_0	Alicante - Petrer - Círculo Podem Petrer
TM100390200	TM080390201	Círculo Podemos Pilar de la Horadada			m_03_902_1	Alicante - Pilar de la Horadada - Círculo Podemos Pilar de la Horadada
TM1003122	TM080312201	Podemos San Vicente			m_03_122_5	Alicante - San Vicente del Raspeig/Sant Vicent del Raspeig - Podemos San Vicente
TM1003119	TM080311901	Círculo Sant Joan			m_03_119_9	Alicante - Sant Joan d'Alacant - Círculo Sant Joan
TM100312301	TM080312301	Círculo Podemos Sax			m_03_123_1	Alicante - Sax - Círculo Podemos Sax
TM1003133	TM080313301	Podemos Torrevieja			m_03_133_9	Alicante - Torrevieja - Podemos Torrevieja
TM1003139	TM080313901	Círculo Podem La Vila Joiosa			m_03_139_5	Alicante - Villajoyosa/Vila Joiosa, la - Círculo Podem La Vila Joiosa
TM1003140	TM080314001	Círculo Podemos Villena			m_03_140_9	Alicante - Villena - Círculo Podemos Villena
TM010401301	TM010401301	Podemos Almería			m_04_013_9	Almería - Almería - Podemos Almería
TM010403201	TM010403201	Podemos Carboneras			m_04_032_9	Almería - Carboneras - Podemos Carboneras
TM010490201	TM010490201	Podemos El-Ejido			m_04_902_6	Almería - Ejido, El - Podemos El-Ejido
TM010405201	TM010405201	Huércal de Almería			m_04_052_4	Almería - Huércal de Almería - Huércal de Almería
TC010400001	TC010400001	Podemos Valle del Almanzora		38		Almería - Macael - Podemos Valle del Almanzora
TM010406401	TM010406401	Podemos Mojacar			m_04_064_3	Almería - Mojácar - Podemos Mojacar
TM010406601	TM010406601	Podemos Níjar			m_04_066_9	Almería - Níjar - Podemos Níjar
TM010407401	TM010407401	Podemos Pechina			m_04_074_1	Almería - Pechina - Podemos Pechina
TM010407901	TM010407901	Podemos Roquetas de Mar			m_04_079_2	Almería - Roquetas de Mar - Podemos Roquetas de Mar
TM010409901	TM010409901	Podemos Vélez-Rubio			m_04_099_8	Almería - Vélez-Rubio - Podemos Vélez-Rubio
TM010410001	TM010410001	Podemos Vera			m_04_100_2	Almería - Vera - Podemos Vera
TM010410201	TM010410201	Podemos Vícar			m_04_102_4	Almería - Vícar - Podemos Vícar
TM160100206	TM140100201	Amurrio			m_01_002_9	Araba - Amurrio - Amurrio
TM160103621	TM140103601	Laudio			m_01_036_0	Araba - Laudio/Llodio - Laudio
TC160100102	TC140100001	Llanada alavesa		37		Araba - Llanada alavesa - Llanada alavesa
TM160104326	TM140104301	Oion			m_01_043_7	Araba - Oyón-Oion - Oion
TB160105901	TB140105901	Vitoria-Centro			m_01_059_0	Araba - Vitoria-Gasteiz - Vitoria-Centro
TB160105903	TB140105902	Vitoria-Oeste			m_01_059_0	Araba - Vitoria-Gasteiz - Vitoria-Oeste
TM033300401	TM033300401	Círculo Avilés			m_33_004_5	Asturies - Avilés - Círculo Avilés
TM033301201	TM033301201	Círculo Cangues d'Onís			m_33_012_2	Asturies - Cangas de Onís - Círculo Cangues d'Onís
TM033301101	TM033301101	Círculo Cangas del Narcea			m_33_011_7	Asturies - Cangas del Narcea - Círculo Cangas del Narcea
TM033301601	TM033301601	Círculo Castrillón			m_33_016_9	Asturies - Castrillón - Círculo Castrillón
TM033302101	TM033302101	Círculo Cuideiru			m_33_021_5	Asturies - Cudillero - Círculo Cuideiru
TM033302401	TM033302401	Círculo Xixón			m_33_024_1	Asturies - Gijón - Círculo Xixón
TM033303101	TM033303101	Círculo Llangréu			m_33_031_3	Asturies - Langreo - Círculo Llangréu
TM033303201	TM033303201	Círculo Llaviana			m_33_032_8	Asturies - Laviana - Círculo Llaviana
TC033300001	TC033300001	Círculo Navia-Coaña		42		Asturies - Navia-Coaña - Círculo Navia-Coaña
TB033304402	TB033304402	Círculo Otero			m_33_044_7	Asturies - Oviedo - Círculo Otero
TM033304403	TM033304401	Círculo Uviéu			m_33_044_7	Asturies - Oviedo - Círculo Uviéu
TB033304401	TB033304401	Círculo Uviéu/Oviedo Oeste			m_33_044_7	Asturies - Oviedo - Círculo Uviéu/Oviedo Oeste
TM033304501	TM033304501	Círculo Parres			m_33_045_0	Asturies - Parres - Círculo Parres
TM033305101	TM033305101	Círculo Pravia			m_33_051_8	Asturies - Pravia - Círculo Pravia
TM033306601	TM033306601	Círculo Siero			m_33_066_8	Asturies - Siero - Círculo Siero
TM033307601	TM033307601	Círculo Villaviciosa			m_33_076_6	Asturies - Villaviciosa - Círculo Villaviciosa
TM070501420	TM060501401	Círculo Podemos Arenas de San Pedro			m_05_014_7	Ávila - Arenas de San Pedro - Círculo Podemos Arenas de San Pedro
TM070501921	TM060501901	Círculo Podemos Ávila			m_05_019_8	Ávila - Ávila - Círculo Podemos Ávila
TC070560042	TC060500002	Círculo Gredos, Barco, Piedrahita		25		Avila - Gredos, Barco, Piedrahita - Círculo Gredos, Barco, Piedrahita
TC070522717	TC060500001	Círculo Podemos Valle del Tiétar		54		Ávila - Valle del Tiétar - Círculo Podemos Valle del Tiétar
TM110600601	TM090600601	Podemos Alburquerque			m_06_006_8	Badajoz - Alburquerque - Podemos Alburquerque
TM100601101	TM090601101	Podemos Almendralejo			m_06_011_4	Badajoz - Almendralejo - Podemos Almendralejo
TM100601501	TM090601501	Podemos Badajoz			m_06_015_3	Badajoz - Badajoz - Podemos Badajoz
TM110605401	TM090605401	Podemos Fuente Del Maestre			m_06_054_1	Badajoz - Fuente del Maestre - Podemos Fuente Del Maestre
TM100606001	TM090606001	Podemos Guareña			m_06_060_6	Badajoz - Guareña - Podemos Guareña
TM100607001	TM090607001	Jerez de los Caballeros			m_06_070_4	Badajoz - Jerez de los Caballeros - Jerez de los Caballeros
TC100603601	TC090600001	Comarcal la Serena		32		Badajoz - La Serena - Comarcal la Serena
TM110607401	TM090607401	Podemos Llerena			m_06_074_7	Badajoz - Llerena - Podemos Llerena
TM100608301	TM090608301	Podemos Mérida			m_06_083_0	Badajoz - Mérida - Podemos Mérida
TM100608801	TM090608801	Podemos Montijo Asambleario			m_06_088_3	Badajoz - Montijo - Podemos Montijo Asambleario
TM110612301	TM090612301	Podemos San Vicente de Alcántara			m_06_123_2	Badajoz - San Vicente de Alcántara - Podemos San Vicente de Alcántara
TC100605001	TC090600002	Sierra Suroeste		48		Badajoz - Sierra Suroeste - Sierra Suroeste
TM100615301	TM090615301	Villanueva de la Serena			m_06_153_5	Badajoz - Villanueva de la Serena - Villanueva de la Serena
TM100615401	TM090615401	Podemos Villanueva del Fresno			m_06_154_0	Badajoz - Villanueva del Fresno - Podemos Villanueva del Fresno
TM090800580	TM070800501	Cercle Podem Ametlla del Vallès			m_08_005_7	Barcelona - Ametlla del Vallès, L' - Cercle Podem Ametlla del Vallès
TM090800679	TM070800601	Cercle Podem Arenys de Mar			m_08_006_0	Barcelona - Arenys de Mar - Cercle Podem Arenys de Mar
TM090801502	TM070801501	Cercle Podem Badalona			m_08_015_5	Barcelona - Badalona - Cercle Podem Badalona
TM090890478	TM070890401	Cercle Podem Badia del Vallès			m_08_904_5	Barcelona - Badia del Vallès - Cercle Podem Badia del Vallès
TM090825203	TM070825201	Cercle Podem Barberà del Vallès			m_08_252_0	Barcelona - Barberà del Vallès - Cercle Podem Barberà del Vallès
TB090801913	TB070801910	Cercle Podem Barcelona districte Ciutat Vella			m_08_019_3	Barcelona - Barcelona - Cercle Podem Barcelona districte Ciutat Vella
TB090801911	TB070801909	Cercle Podem Eixample Districte Barcelona			m_08_019_3	Barcelona - Barcelona - Cercle Podem Eixample Districte Barcelona
TB090801909	TB070801907	Cercle Podem Gràcia Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Gràcia Districte Bcn
TB090801905	TB070801904	Cercle Podem Horta-Guinardó Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Horta-Guinardó Districte Bcn
TB090801906	TB070801905	Cercle Podem Les Corts Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Les Corts Districte Bcn
TB090801910	TB070801908	Cercle Podem Nou Barris Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Nou Barris Districte Bcn
TB090801903	TB070801902	Cercle Podem Poble Sec Sant Antoni Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Poble Sec Sant Antoni Districte Bcn
TB090801904	TB070801903	Cercle Podem Sant Andreu Districe Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Sant Andreu Districe Bcn
TB090801901	TB070801901	Cercle Podem Sant Martí Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Sant Martí Districte Bcn
TB090901914	TB070801901	Cercle Podem Sants de Barcelona			m_08_019_3	Barcelona - Barcelona - Cercle Podem Sants de Barcelona
TB090801907	TB070801906	Cercle Podem Sarrià - Sant Gervasi Districte Bcn			m_08_019_3	Barcelona - Barcelona - Cercle Podem Sarrià - Sant Gervasi Districte Bcn
TC090802201	TC070800001	Cercle Podem Berguedà		12		Barcelona - Berguedà - Cercle Podem Berguedà
TM090802893	TM070802801	Cercle Podem Cabrera d'Anoia			m_08_028_8	Barcelona - Cabrera d'Anoia - Cercle Podem Cabrera d'Anoia
TM090803504	TM070803501	Cercle Podem Calella			m_08_035_1	Barcelona - Calella - Cercle Podem Calella
TM090804075	TM070804001	Cercle Podem Canet de Mar			m_08_040_3	Barcelona - Canet de Mar - Cercle Podem Canet de Mar
TM0908041104	TM070804101	Cercle Podem Canovelles			m_08_041_0	Barcelona - Canovelles - Cercle Podem Canovelles
TM0908043103	TM070804301	Cercle Podem Canyelles			m_08_043_1	Barcelona - Canyelles - Cercle Podem Canyelles
TM090804605	TM070804601	Cercle Podem Cardedeu			m_08_046_2	Barcelona - Cardedeu - Cercle Podem Cardedeu
TM0908051111	TM070805101	Cercle Podem Castellar del Vallès			m_08_051_7	Barcelona - Castellar del Vallès - Cercle Podem Castellar del Vallès
TM090805406	TM070805401	Cercle Podem Castellbisbal			m_08_054_3	Barcelona - Castellbisbal - Cercle Podem Castellbisbal
TM090805674	TM070805601	Cercle Podem Castelldefels			m_08_056_9	Barcelona - Castelldefels - Cercle Podem Castelldefels
TM090826673	TM070826601	Cercle Podem Cerdanyola del Vallès			m_08_266_5	Barcelona - Cerdanyola del Vallès - Cercle Podem Cerdanyola del Vallès
TM090806807	TM070806801	Cercle Podem Cervellò			m_08_068_9	Barcelona - Cervelló - Cercle Podem Cervellò
TM090807308	TM070807301	Cercle Podem Cornellà de Llobregat			m_08_073_4	Barcelona - Cornellà de Llobregat - Cercle Podem Cornellà de Llobregat
TM090807409	TM070807401	Cercle Podem Cubelles			m_08_074_9	Barcelona - Cubelles - Cercle Podem Cubelles
TM090807669	TM070807601	Cercle Podem Esparreguera			m_08_076_5	Barcelona - Esparreguera - Cercle Podem Esparreguera
TM090807711	TM070807701	Cercle Podem Esplugues de Llobregat			m_08_077_1	Barcelona - Esplugues de Llobregat - Cercle Podem Esplugues de Llobregat
TM090808666	TM070808601	Cercle Podem Les Franqueses del Vallès			m_08_086_3	Barcelona - Franqueses del Vallès, Les - Cercle Podem Les Franqueses del Vallès
TM0908089100	TM070808901	Cercle Podem Gavà			m_08_089_8	Barcelona - Gavà - Cercle Podem Gavà
TM090809612	TM070809601	Cercle Podem Granollers			m_08_096_1	Barcelona - Granollers - Cercle Podem Granollers
TM090810113	TM070810101	Cercle Podem L'Hospitalet de Llobregat			m_08_101_7	Barcelona - Hospitalet de Llobregat, L' - Cercle Podem L'Hospitalet de Llobregat
TM090810268	TM070810201	Cercle Podem Igualada			m_08_102_2	Barcelona - Igualada - Cercle Podem Igualada
TM090810567	TM070810501	Cercle Podem La Llagosta			m_08_105_6	Barcelona - Llagosta, La - Cercle Podem La Llagosta
TM090810714	TM070810701	Cercle Podem Lliçà d'Amunt			m_08_107_5	Barcelona - Lliçà d'Amunt - Cercle Podem Lliçà d'Amunt
TM090810865	TM070810801	Cercle Podem Lliça de Vall			m_08_108_1	Barcelona - Lliçà de Vall - Cercle Podem Lliça de Vall
TM090811064	TM070811001	Cercle Podem Malgrat de Mar			m_08_110_8	Barcelona - Malgrat de Mar - Cercle Podem Malgrat de Mar
TM090811263	TM070811201	Cercle Podem Manlleu			m_08_112_0	Barcelona - Manlleu - Cercle Podem Manlleu
TM090811301	TM070811301	Cercle Podem Manresa			m_08_113_6	Barcelona - Manresa - Cercle Podem Manresa
TM090811415	TM070811401	Cercle Podem Martorell			m_08_114_1	Barcelona - Martorell - Cercle Podem Martorell
TM090811871	TM070811801	Cercle Podem El Masnou			m_08_118_9	Barcelona - Masnou, El - Cercle Podem El Masnou
TM090812116	TM070812101	Cercle Podem Mataró			m_08_121_3	Barcelona - Mataró - Cercle Podem Mataró
TM090812362	TM070812301	Cercle Podem Molins de Rei			m_08_123_4	Barcelona - Molins de Rei - Cercle Podem Molins de Rei
TM090812461	TM070812401	Cercle Podem Mollet del Vallès			m_08_124_9	Barcelona - Mollet del Vallès - Cercle Podem Mollet del Vallès
TM0908125110	TM070812501	Cercle Podem Montcada i Reixac			m_08_125_2	Barcelona - Montcada i Reixac - Cercle Podem Montcada i Reixac
TM090812617	TM070812601	Cercle Podem Montgat			m_08_126_5	Barcelona - Montgat - Cercle Podem Montgat
TM0908136113	TM070813601	Cercle Podem Montornés del Vallès			m_08_136_3	Barcelona - Montornès del Vallès - Cercle Podem Montornés del Vallès
TM090814718	TM070814701	Cercle Podem Olesa de Montserrat			m_08_147_7	Barcelona - Olesa de Montserrat - Cercle Podem Olesa de Montserrat
TM090815560	TM070815501	Cercle Podem Palafolls			m_08_155_5	Barcelona - Palafolls - Cercle Podem Palafolls
TM090815659	TM070815601	Cercle Podem Palau-solità i Plegamans			m_08_156_8	Barcelona - Palau-solità i Plegamans - Cercle Podem Palau-solità i Plegamans
TM090815919	TM070815901	Cercle Podem Parets dels Vallès			m_08_159_3	Barcelona - Parets del Vallès - Cercle Podem Parets dels Vallès
TM090816357	TM070816301	Cercle Podem Pineda de Mar			m_08_163_5	Barcelona - Pineda de Mar - Cercle Podem Pineda de Mar
TM090816756	TM070816701	Cercle Podem Polinyà			m_08_167_2	Barcelona - Polinyà - Cercle Podem Polinyà
TM090818270	TM070818201	Cercle Podem El Pont de Vilomara i Rocafort			m_08_182_5	Barcelona - Pont de Vilomara i Rocafort, El - Cercle Podem El Pont de Vilomara i Rocafort
TM090816910	TM070816901	Cercle Podem El Prat de Llobregat			m_08_169_1	Barcelona - Prat de Llobregat, El - Cercle Podem El Prat de Llobregat
TM090817294	TM070817201	Cercle Podem Premià de Mar			m_08_172_7	Barcelona - Premià de Mar - Cercle Podem Premià de Mar
TM090818055	TM070818001	Cercle Podem Ripollet			m_08_180_3	Barcelona - Ripollet - Cercle Podem Ripollet
TM090818422	TM070818401	Cercle Podem Rubí			m_08_184_6	Barcelona - Rubí - Cercle Podem Rubí
TB090818712	TB070818701	Cercle Podem La Concordia - Sabadell			m_08_187_8	Barcelona - Sabadell - Cercle Podem La Concordia - Sabadell
TB090818715	TB070818702	Cercle Podem Sabadell - Decano			m_08_187_8	Barcelona - Sabadell - Cercle Podem Sabadell - Decano
TM090819495	TM070819401	Cercle Podem Sant Adrià del Besòs			m_08_194_4	Barcelona - Sant Adrià de Besòs - Cercle Podem Sant Adrià del Besòs
TM090819623	TM070819601	Cercle Podem Sant Andreu de la Barca			m_08_196_0	Barcelona - Sant Andreu de la Barca - Cercle Podem Sant Andreu de la Barca
TM090820024	TM070820001	Cercle Podem Sant Boi de Llobregat			m_08_200_9	Barcelona - Sant Boi de Llobregat - Cercle Podem Sant Boi de Llobregat
TM090820525	TM070820501	Cercle Podem Sant Cugat del Vallés			m_08_205_5	Barcelona - Sant Cugat del Vallès - Cercle Podem Sant Cugat del Vallés
TM090820826	TM070820801	Cercle Podem Sant Esteve Sesrovires			m_08_208_0	Barcelona - Sant Esteve Sesrovires - Cercle Podem Sant Esteve Sesrovires
TM090821127	TM070821101	Cercle Podem Sant Feliu de Llobregat			m_08_211_4	Barcelona - Sant Feliu de Llobregat - Cercle Podem Sant Feliu de Llobregat
TM090820928	TM070820901	Cercle Podem Sant Fost de Campsentelles			m_08_209_3	Barcelona - Sant Fost de Campsentelles - Cercle Podem Sant Fost de Campsentelles
TM090821854	TM070821801	Cercle Podem Sant Joan de Vilatorrada			m_08_218_8	Barcelona - Sant Joan de Vilatorrada - Cercle Podem Sant Joan de Vilatorrada
TM090821753	TM070821701	Cercle Podem Sant Joan Despí			m_08_217_2	Barcelona - Sant Joan Despí - Cercle Podem Sant Joan Despí
TM090822129	TM070822101	Cercle Podem Sant Just Desvern			m_08_221_2	Barcelona - Sant Just Desvern - Cercle Podem Sant Just Desvern
TM090823121	TM070823101	Cercle Ribes-Les Roquetes			m_08_231_0	Barcelona - Sant Pere de Ribes - Cercle Ribes-Les Roquetes
TM090809830	TM070809801	Cercle Podem Sant Salvador de Guadiola			m_08_098_3	Barcelona - Sant Salvador de Guardiola - Cercle Podem Sant Salvador de Guadiola
TM0908263107	TM070826301	Cercle Podem Sant Vicenç dels Horts			m_08_263_4	Barcelona - Sant Vicenç dels Horts - Cercle Podem Sant Vicenç dels Horts
TM090824520	TM070824501	Cercle Podem Santa Coloma de Gramenet			m_08_245_7	Barcelona - Santa Coloma de Gramenet - Cercle Podem Santa Coloma de Gramenet
TM090826052	TM070826001	Cercle Podem Santa Perpetua de Mogoda			m_08_260_6	Barcelona - Santa Perpètua de Mogoda - Cercle Podem Santa Perpetua de Mogoda
TM090826799	TM070826701	Cercle Podem Sentmenat			m_08_267_1	Barcelona - Sentmenat - Cercle Podem Sentmenat
TM090827091	TM070827001	Cercle Podem Sitges			m_08_270_4	Barcelona - Sitges - Cercle Podem Sitges
TM090827951	TM070827901	Cercle Podem Terrassa			m_08_279_8	Barcelona - Terrassa - Cercle Podem Terrassa
TM090828250	TM070828201	Cercle Podem Tiana			m_08_282_4	Barcelona - Tiana - Cercle Podem Tiana
TM090828431	TM070828401	Cercle Podem Tordera			m_08_284_5	Barcelona - Tordera - Cercle Podem Tordera
TM090829532	TM070829501	Cercle Podem Vallirana			m_08_295_6	Barcelona - Vallirana - Cercle Podem Vallirana
TM090829849	TM070829801	Cercle Podem Vic			m_08_298_1	Barcelona - Vic - Cercle Podem Vic
TM090830133	TM070830101	Cercle Podem Viladecans			m_08_301_5	Barcelona - Viladecans - Cercle Podem Viladecans
TM090830534	TM070830501	Cercle Podem Vilafranca del Penedès			m_08_305_4	Barcelona - Vilafranca del Penedès - Cercle Podem Vilafranca del Penedès
TM090830235	TM070830201	Cercle Podem Vilanova del Camí			m_08_302_0	Barcelona - Vilanova del Camí - Cercle Podem Vilanova del Camí
TM090830736	TM070830701	Cercle Podem Vilanova i la Geltrú			m_08_307_3	Barcelona - Vilanova i la Geltrú - Cercle Podem Vilanova i la Geltrú
TM090821937	TM070821901	Cercle Podem Vilassar de Mar			m_08_219_1	Barcelona - Vilassar de Mar - Cercle Podem Vilassar de Mar
TM164800205	TM144800201	Abanto y Ciérvana			m_48_002_5	Bizkaia - Abanto y Ciérvana-Abanto Zierbena - Abanto y Ciérvana
TM164800334	TM144800301	Zornotza			m_48_003_1	Bizkaia - Amorebieta-Etxano - Zornotza
TM164801308	TM144801301	Barakaldo			m_48_013_9	Bizkaia - Barakaldo - Barakaldo
TM164801501	TM144801501	Basauri			m_48_015_7	Bizkaia - Basauri - Basauri
TB164802007	TB144802004	Bilbao-Bilbao centro			m_48_020_9	Bizkaia - Bilbao - Bilbao-Bilbao centro
TB164802004	TB144802001	Bilbao-Ekialde			m_48_020_9	Bizkaia - Bilbao - Bilbao-Ekialde
TB164802009	TB144802006	Bilbao-Hegoalde			m_48_020_9	Bizkaia - Bilbao - Bilbao-Hegoalde
TB164802008	TB144802005	Bilbao-Ibaiondo			m_48_020_9	Bizkaia - Bilbao - Bilbao-Ibaiondo
TB164802005	TB144802002	Bilbao-Iparmendebalde			m_48_020_9	Bizkaia - Bilbao - Bilbao-Iparmendebalde
TB164802010	TB144802007	Bilbao-Otxarkoaga y Txurdinaga			m_48_020_9	Bizkaia - Bilbao - Bilbao-Otxarkoaga y Txurdinaga
TB164802006	TB144802003	Bilbao-Zorrotza			m_48_020_9	Bizkaia - Bilbao - Bilbao-Zorrotza
TM164890103	TM144890101	Derio-Txorierri			m_48_901_1	Bizkaia - Derio - Derio-Txorierri
TM164802703	TM144802701	Durangaldea			m_48_027_4	Bizkaia - Durango - Durangaldea
TM164803216	TM144803201	Elorrio			m_48_032_9	Bizkaia - Elorrio - Elorrio
TC164809001	TC144800001	Enkarterri		23		Bizkaia - Enkarterri/Encartaciones - Enkarterri
TM164890204	TM144890201	Erandio			m_48_902_6	Bizkaia - Erandio - Erandio
TM164803617	TM144803601	Galdakao			m_48_036_6	Bizkaia - Galdakao - Galdakao
TM164804601	TM144804601	Gernika			m_48_046_4	Bizkaia - Gernika-Lumo - Gernika
TM164804418	TM144804401	Getxo			m_48_044_8	Bizkaia - Getxo - Getxo
TM164804501	TM144804501	Güeñes			m_48_045_1	Bizkaia - Güeñes - Güeñes
TM164805422	TM144805401	Leioa			m_48_054_5	Bizkaia - Leioa - Leioa
TM164806923	TM144806901	Mungia			m_48_069_4	Bizkaia - Mungia - Mungia
